	f4	f3	f2	f1	C	Intensity
0	7.87	46.945	108.79	46.945	9999.99	1140658200.0
1	7.87	46.945	109.54	46.945	9999.99	1079849500.0
2	7.87	46.945	110.29	46.945	9999.99	1265585500.0
3	7.87	46.945	111.038	46.945	9999.99	1244755500.0
4	7.87	46.945	111.79	46.945	9999.99	1204177500.0
5	7.87	46.945	112.54	46.945	9999.99	906208500.0
6	7.87	46.945	113.29	46.945	9999.99	821000400.0
7	7.87	47.34	109.54	47.7	9999.99	998428540.0
8	7.87	47.34	110.29	46.945	9999.99	938789500.0
9	7.87	47.34	110.29	47.7	9999.99	1281556600.0
10	7.87	47.34	111.038	46.945	9999.99	1224277800.0
11	7.87	47.34	111.038	47.7	9999.99	1137284400.0
12	7.87	47.34	111.79	46.945	9999.99	1087891800.0
13	7.87	47.34	111.79	47.7	9999.99	911583040.0
14	7.87	47.74	109.54	47.7	9999.99	1047083200.0
15	7.87	47.74	110.29	47.7	9999.99	965456100.0
16	7.87	47.74	111.038	47.7	9999.99	815371840.0
17	8.272	45.74	111.038	46.2	9999.99	858273800.0
18	8.272	45.74	112.54	46.2	9999.99	808270800.0
19	8.272	46.15	110.29	46.2	9999.99	832015100.0
20	8.272	46.15	111.038	46.2	9999.99	1158898700.0
21	8.272	46.15	111.038	46.945	9999.99	924818750.0
22	8.272	46.15	111.79	46.2	9999.99	1109802600.0
23	8.272	46.15	111.79	46.945	9999.99	1052623300.0
24	8.272	46.15	112.54	46.2	9999.99	926397200.0
25	8.272	46.15	112.54	46.945	9999.99	805190300.0
26	8.272	46.55	108.79	46.945	9999.99	1166567800.0
27	8.272	46.55	109.54	46.2	9999.99	842968100.0
28	8.272	46.55	109.54	46.945	9999.99	1526305900.0
29	8.272	46.55	110.29	46.2	9999.99	1345813900.0
30	8.272	46.55	110.29	46.945	9999.99	2449386500.0
31	8.272	46.55	111.038	46.2	9999.99	1604975200.0
32	8.272	46.55	111.038	46.945	9999.99	3116971500.0
33	8.272	46.55	111.038	47.7	9999.99	867885400.0
34	8.272	46.55	111.79	46.2	9999.99	1379647900.0
35	8.272	46.55	111.79	46.945	9999.99	2847779600.0
36	8.272	46.55	112.54	46.2	9999.99	1031761860.0
37	8.272	46.55	112.54	46.945	9999.99	2103777000.0
38	8.272	46.55	113.29	46.945	9999.99	1277570700.0
39	8.272	46.945	108.79	46.945	9999.99	1808181900.0
40	8.272	46.945	108.79	47.7	9999.99	913163840.0
41	8.272	46.945	109.54	46.945	9999.99	2387741700.0
42	8.272	46.945	109.54	47.7	9999.99	1223195600.0
43	8.272	46.945	110.29	46.2	9999.99	1159297500.0
44	8.272	46.945	110.29	46.945	9999.99	4134401500.0
45	8.272	46.945	110.29	47.7	9999.99	2011854600.0
46	8.272	46.945	111.038	46.2	9999.99	1378274000.0
47	8.272	46.945	111.038	46.945	9999.99	5331119600.0
48	8.272	46.945	111.038	47.7	9999.99	2950616000.0
49	8.272	46.945	111.79	46.2	9999.99	1135477200.0
50	8.272	46.945	111.79	46.945	9999.99	4599002000.0
51	8.272	46.945	111.79	47.7	9999.99	2491977000.0
52	8.272	46.945	112.54	46.2	9999.99	903300900.0
